Id,SalePrice
1461,123365.37753621401
1462,155053.81305126462
1463,192711.7429651645
1464,207972.71895635742
1465,191249.01040216838
1466,167394.60530422852
1467,186201.8691168537
1468,161608.93045849053
1469,186319.331508663
1470,121339.36016149673
1471,197181.43776040585
1472,93198.22343306991
1473,90942.94295530925
1474,147077.16463807542
1475,110374.87161936057
1476,376590.70211847406
1477,251119.21904812643
1478,314873.6251045153
1479,304429.4992399433
1480,480512.1346486559
1481,307432.3043915155
1482,220077.58529767083
1483,178315.50878241332
1484,166130.77083465116
1485,186016.67656135155
1486,196129.53277396708
1487,346487.51997637685
1488,233928.70840556445
1489,203057.39801113037
1490,257353.64554186925
1491,180743.4067145575
1492,99067.27670943325
1493,200566.99190163618
1494,279650.72821429913
1495,287739.63727705926
1496,236936.08786915735
1497,179352.9555586572
1498,160139.41396974926
1499,159549.93782134078
1500,154406.20375253394
1501,169225.24830954458
1502,144851.93032695004
1503,372779.2436412938
1504,243664.3126358793
1505,228365.6973028656
1506,186205.2445562536
1507,248531.78629105608
1508,202226.12500648707
1509,168399.56744345132
1510,143360.66610951128
1511,156647.74566386663
1512,179725.20336498285
1513,143598.1668164078
1514,168506.47542112845
1515,207924.29155627405
1516,167513.2343238228
1517,184335.66078137868
1518,132080.9602737371
1519,211636.59573177464
1520,128797.42899695763
1521,130036.69995560816
1522,173627.39792292434
1523,114384.08415672273
1524,127337.93137238566
1525,127329.87876670434
1526,112990.97842434784
1527,103202.03699630851
1528,153667.18769893597
1529,142902.39656061257
1530,199397.3125323001
1531,110462.88593703858
1532,108622.61559796838
1533,142470.4238082202
1534,120014.83621307374
1535,167195.63640624206
1536,107084.47358805378
1537,72244.39413566902
1538,149809.60574641582
1539,168304.8465258807
1540,97443.1792798731
1541,147858.52538569033
1542,143074.59860117055
1543,200691.49103674173
1544,91835.08407256569
1545,126210.64627370163
1546,130186.75962415234
1547,133802.35095012555
1548,143793.97896115767
1549,124724.013094126
1550,113506.90926990338
1551,126513.27202064061
1552,145490.23403227623
1553,142837.0132402009
1554,114398.17194574457
1555,173719.78634903004
1556,84850.04143003799
1557,111664.94081846828
1558,102414.21519516103
1559,71637.74021730182
1560,139506.94173604433
1561,125075.8253811122
1562,130794.01729876573
1563,115478.99007029936
1564,162390.44039125412
1565,145746.3958159131
1566,231150.73238709354
1567,69778.39236571385
1568,216180.00280519383
1569,126919.26470085919
1570,143428.0259678019
1571,118153.71331352882
1572,150412.37098955273
1573,256928.83632243346
1574,116701.26267004582
1575,249384.75551061716
1576,233186.02241760876
1577,238674.2519689466
1578,134793.25745663556
1579,145005.22063605124
1580,201154.41746719705
1581,153974.34670022072
1582,122727.05421380719
1583,301741.70749088936
1584,224347.08215555263
1585,139839.35753827248
1586,76013.41814206695
1587,107017.2041047295
1588,152152.73137301067
1589,110470.56478792052
1590,138017.5479229738
1591,87744.12698115745
1592,108288.17561506045
1593,127093.24935434893
1594,106488.84963780678
1595,104723.16730202522
1596,197868.4150419404
1597,183980.07143320347
1598,199913.5703262888
1599,181098.25595585135
1600,172167.43904614053
1601,60920.01692544287
1602,119500.51529511459
1603,77976.073473078
1604,250441.39230096096
1605,235385.44247296063
1606,170256.46374298056
1607,161983.54766884344
1608,237012.26312483443
1609,190634.8501596985
1610,157308.39706582308
1611,126806.47932625678
1612,170225.71583185
1613,167061.34450265585
1614,115951.63066751166
1615,94290.07871533892
1616,76112.68401913492
1617,94120.98868078203
1618,126188.693830307
1619,133247.47319168953
1620,164365.72900195984
1621,130606.63396723357
1622,147610.28691018248
1623,253150.96139109187
1624,213657.31207550195
1625,116892.08230926577
1626,173822.85765695543
1627,204622.07223595266
1628,276247.9649254304
1629,182685.353678832
1630,356641.1399213983
1631,221493.14620882447
1632,243734.049053733
1633,173485.15439733517
1634,182034.79995850936
1635,167631.81685888555
1636,143754.75311006958
1637,196399.04357777484
1638,198863.09790334676
1639,179940.20644982925
1640,275750.43755668466
1641,173943.30742208447
1642,230256.92569525758
1643,223118.8293249774
1644,231436.84281685477
1645,231673.38236859633
1646,172590.66919861894
1647,160146.70927464837
1648,123314.09528878637
1649,140798.55495497995
1650,120070.97110059242
1651,125164.84407799054
1652,85354.41652959377
1653,92717.57488406195
1654,133693.9630664658
1655,129043.10570152618
1656,125693.66583556555
1657,135327.08683977695
1658,135598.09817203364
1659,112473.17610175673
1660,164851.79422647756
1661,492700.5559033747
1662,435666.44395341957
1663,421541.3296087573
1664,530121.544210489
1665,341505.9112413546
1666,338655.9248849868
1667,418081.60987085523
1668,369921.7985139771
1669,316384.2930672345
1670,386818.60996270145
1671,280176.27120147925
1672,431632.6294401103
1673,281133.21278871177
1674,247377.23551137495
1675,210854.36116219885
1676,204723.45256225427
1677,229109.85233666422
1678,480801.5617033889
1679,376264.51349471905
1680,372389.45606929023
1681,277710.9263645229
1682,310319.03548439906
1683,184520.73078115872
1684,187549.07257345348
1685,169224.4347528139
1686,168925.82098183897
1687,172614.86183319034
1688,189028.58126926154
1689,191589.74552263776
1690,195039.87428771055
1691,180400.8122602808
1692,257449.72644716976
1693,170818.0721983079
1694,179954.36129873985
1695,162130.9347040729
1696,282115.1722693882
1697,171761.36836164715
1698,362501.1937468127
1699,296915.86211305676
1700,271774.0813318764
1701,275545.58690170984
1702,268919.1910942324
1703,269687.83574259095
1704,275295.4064898405
1705,241794.37170488705
1706,447067.3891585112
1707,232507.98817244868
1708,226250.3401623722
1709,264531.3605744389
1710,224427.75282717374
1711,278843.6647008446
1712,272878.0200220529
1713,286147.2815788807
1714,226976.55208978706
1715,200057.59271649507
1716,185848.0296513265
1717,175545.0371359834
1718,131395.97500250407
1719,192429.6955756255
1720,220886.9015634121
1721,165510.1071358327
1722,126753.50398419698
1723,157792.7459456743
1724,209977.02476657566
1725,216549.66777659807
1726,185853.1399860121
1727,149752.90909705672
1728,165979.32944523857
1729,161229.70696396544
1730,162213.93640687657
1731,115703.1535155681
1732,130187.20038217078
1733,116416.61144053032
1734,113546.30116256759
1735,136989.83679448985
1736,111031.35035105223
1737,363437.09434619034
1738,253284.23005131073
1739,266776.4321486374
1740,230112.09221386607
1741,217369.55990646
1742,168257.3479818181
1743,173026.5556375569
1744,318357.69896091975
1745,206718.68359041042
1746,200518.9820941023
1747,235502.31536603987
1748,225632.91167489823
1749,147260.79343714286
1750,141673.4019087827
1751,258668.61078773506
1752,118579.0095561937
1753,140484.6599809165
1754,225760.25931646407
1755,168375.37193821673
1756,126981.15899216731
1757,126110.12174048377
1758,142569.60161677815
1759,167980.8755117516
1760,155436.5001552329
1761,150768.71138139005
1762,166698.12745312855
1763,179536.18026475
1764,110337.10241729206
1765,176313.98428736284
1766,193310.69703829417
1767,265939.35543993843
1768,149222.81282501135
1769,187891.99690682412
1770,153568.3341391578
1771,134851.27776467928
1772,132791.02928749422
1773,135138.2101736069
1774,139925.68389151338
1775,137910.23536177352
1776,130802.41983508467
1777,110560.89146278061
1778,138936.41550901416
1779,111228.71782442731
1780,184543.78257653466
1781,136322.0633448671
1782,82474.90947394072
1783,137810.51974077508
1784,91091.19272045238
1785,120590.96833601328
1786,137794.43386558339
1787,161084.4185839098
1788,64699.71165477588
1789,106061.14831001515
1790,62443.53251883669
1791,187708.9901977368
1792,164026.84762489548
1793,133272.87797434005
1794,153817.22143510153
1795,132374.19753073936
1796,114578.03241810268
1797,137463.16648798264
1798,114687.71138017131
1799,113983.53981055332
1800,117726.421081751
1801,133791.72114146187
1802,148137.83797403573
1803,140008.80816829603
1804,140946.00416015097
1805,137781.10510804466
1806,131730.77900626985
1807,133940.09056801716
1808,115242.07079145037
1809,110443.18825625248
1810,136114.87471658515
1811,92679.73513795716
1812,94737.07723949208
1813,125083.22209271611
1814,89505.77505938071
1815,60215.607135883525
1816,117384.27293336447
1817,90855.89217335948
1818,141071.5441651385
1819,106198.76270779954
1820,45549.31478301011
1821,113889.5426710746
1822,137005.66868004182
1823,40761.75995499627
1824,148395.40557253163
1825,127666.68861629275
1826,90529.6893549585
1827,94277.38664861348
1828,126721.39785653335
1829,114662.52174265528
1830,153510.01976712915
1831,154463.3971133506
1832,89147.08838211473
1833,116402.97043654996
1834,127050.08850622513
1835,138624.52491030365
1836,113084.64600522905
1837,112971.5209253562
1838,143544.17366983753
1839,87701.20864224235
1840,150274.59150410918
1841,136849.56222104045
1842,107008.11483286039
1843,140124.18203550729
1844,124625.66564701732
1845,137112.40751212602
1846,157015.2510535542
1847,153990.92710838595
1848,57230.71671061877
1849,112739.61316774099
1850,118853.16443279218
1851,153164.65650069746
1852,131939.63331711324
1853,117797.31830930413
1854,163455.95402353656
1855,143670.7849606575
1856,219142.0175957623
1857,167613.2475655926
1858,149484.09293075814
1859,121083.86709177199
1860,158664.42427402496
1861,120487.29222241607
1862,313748.8932440614
1863,305092.25393664534
1864,305191.2556760234
1865,331225.5039804705
1866,351926.7601093422
1867,255895.22128927358
1868,312136.94016721594
1869,209684.7967262103
1870,250107.01068060077
1871,250208.62136843923
1872,171064.06928440914
1873,221597.5203671605
1874,158620.48746445676
1875,216998.49176510423
1876,200428.48429982207
1877,208620.05529306259
1878,215859.3243209817
1879,119688.6426758594
1880,139577.14243549138
1881,246609.97927700475
1882,249278.77914960266
1883,181425.27412842226
1884,208301.8631392903
1885,237937.99385918252
1886,288952.6284183359
1887,212979.40649122596
1888,278165.68077353574
1889,174719.3278090149
1890,125897.33291365323
1891,116624.51852492773
1892,97025.43072747224
1893,136406.39353784418
1894,124593.96617842023
1895,144487.296452425
1896,126010.105436045
1897,115541.48400561773
1898,111589.77714707912
1899,158029.43338637342
1900,143398.63366993895
1901,171566.64408466616
1902,151938.78821447183
1903,211348.6486858142
1904,136134.2198186997
1905,189637.5740391269
1906,159852.98290085315
1907,201425.41863362692
1908,110565.33514780298
1909,131751.7723035967
1910,120911.33825590643
1911,217067.35279887216
1912,348866.10739249503
1913,126265.49991726741
1914,55749.316455415625
1915,263354.81478808547
1916,60013.68944353973
1917,264774.75169859576
1918,141569.54192258455
1919,181563.87591595156
1920,160475.74254584278
1921,424092.4649060205
1922,348050.34089512436
1923,259369.85857954033
1924,251989.02762543532
1925,214236.81061624718
1926,382242.16674991586
1927,139869.1136213228
1928,146916.31274191337
1929,134446.3205214824
1930,133958.1358105375
1931,137703.4922657561
1932,136792.14824128442
1933,178961.10610884867
1934,192172.38306793873
1935,174540.22460826617
1936,191849.44800862018
1937,193505.54629429983
1938,168216.63232720373
1939,258987.12450563346
1940,179619.26515216916
1941,172148.5044149614
1942,172892.62705463945
1943,223719.29610217863
1944,333789.90061413654
1945,347871.7684286389
1946,152024.2455619652
1947,320362.4064886264
1948,169727.46588072204
1949,229738.98828919674
1950,185965.13501220895
1951,244612.26230824928
1952,219790.24651013617
1953,159168.07670789518
1954,189609.84220716017
1955,130791.6055167462
1956,347454.0843377527
1957,144675.93233341456
1958,307358.6510222393
1959,146411.25021120897
1960,108984.88878585318
1961,113116.46641700288
1962,85219.2929109574
1963,101207.217804925
1964,97256.67931191773
1965,139479.86805653805
1966,126060.72628626683
1967,294438.4012497166
1968,410347.07210342004
1969,384185.55276444927
1970,468011.21476703254
1971,500409.81185076805
1972,407678.08569669485
1973,265190.09381169965
1974,338462.8610164668
1975,532423.2402570846
1976,267409.2653116304
1977,364614.1374834797
1978,351303.2838105657
1979,348327.3294523256
1980,217069.15046837143
1981,353699.8502584069
1982,232465.4020866484
1983,217082.061626612
1984,171943.50827114942
1985,213060.1223894104
1986,197949.4679231752
1987,169843.05760179838
1988,170595.13823128285
1989,192248.95684916162
1990,206667.2782641191
1991,234958.46878876424
1992,213270.02019972252
1993,169428.41744460285
1994,246480.94602659912
1995,184674.86463160714
1996,267808.28266251495
1997,319046.11991534714
1998,323076.8177539483
1999,282829.7877418012
2000,321260.4016648444
2001,263339.23420746933
2002,246564.78327401937
2003,250800.9236683412
2004,269317.922164143
2005,240306.5482514088
2006,219227.12352970056
2007,251731.09845703107
2008,212523.0648473117
2009,183181.8582097149
2010,184353.76310532299
2011,151006.51146050726
2012,165709.23488274982
2013,170812.97263203768
2014,177181.69690335164
2015,190843.16057101646
2016,184072.5182041172
2017,182551.3494657069
2018,120840.53537373348
2019,141842.40204270766
2020,110110.80128731656
2021,107024.07341087112
2022,211339.5360278843
2023,147810.07410113452
2024,292311.3110990553
2025,348077.4814246713
2026,174417.3348077457
2027,160095.7019133435
2028,165054.41267512843
2029,158055.58013765427
2030,267987.47616601415
2031,237955.94035106016
2032,255639.08645041616
2033,246604.11610864155
2034,161574.2811715198
2035,220915.77335877804
2036,197868.420803666
2037,202103.5682927664
2038,293537.0473568257
2039,217140.780492985
2040,265322.4360424413
2041,279450.5142856183
2042,201776.4444449501
2043,182342.47965626998
2044,178907.44905568523
2045,223049.59887969884
2046,149778.1315051153
2047,144546.08730366285
2048,128672.7687849474
2049,138807.55503093026
2050,188786.8334025808
2051,109890.30960046605
2052,125066.85122529844
2053,155201.79592785676
2054,90810.54847875705
2055,156303.74212791258
2056,152333.46479343015
2057,114432.81732159271
2058,227374.64076803337
2059,127957.33154430475
2060,181217.30411216913
2061,178302.07967494143
2062,129985.92860151858
2063,113166.90870801803
2064,132075.66815787286
2065,119568.00111246314
2066,157281.82300522225
2067,105107.00168896654
2068,145657.2698111951
2069,98158.78494925686
2070,120221.4590979958
2071,91709.51680605495
2072,138526.10803153593
2073,138064.62354872763
2074,189165.3754416551
2075,130962.26878294503
2076,126746.21860617536
2077,145541.354052887
2078,122407.43155342687
2079,146947.1129773518
2080,124652.17104988502
2081,127201.91749591118
2082,131696.92742856903
2083,145221.1893073447
2084,108988.86358371738
2085,114139.6151530344
2086,146607.6269949773
2087,123113.00800305417
2088,85439.24516714422
2089,74888.46620203795
2090,130588.65281268071
2091,110067.50934776147
2092,122501.24668339328
2093,133604.83279339643
2094,102995.36778006313
2095,161931.37503280028
2096,84624.91007531511
2097,91028.17945061951
2098,138585.30170085913
2099,54222.77317536378
2100,70954.94426199482
2101,104121.35011369974
2102,138546.02966601605
2103,91569.80604023789
2104,132923.44073548674
2105,136866.7488273857
2106,60874.741520799325
2107,159655.0777423297
2108,113771.87851302941
2109,100384.57201937538
2110,127108.43935236536
2111,144383.0434654425
2112,123818.01032699499
2113,111583.68330895655
2114,111507.07284210005
2115,156153.01738782128
2116,98686.31870395127
2117,139395.4907571595
2118,123220.96308116229
2119,113621.03026038251
2120,114470.2015047178
2121,81674.72910371334
2122,136611.3647600421
2123,86446.75120270195
2124,153955.73789209523
2125,149405.2435562672
2126,135277.5142368656
2127,161927.9271539554
2128,129600.13556681972
2129,85902.44226457793
2130,141973.26829932057
2131,126996.04322048732
2132,116681.88089469739
2133,112635.95876546507
2134,117119.365029504
2135,92383.15550982943
2136,83388.90089540933
2137,115644.48206676223
2138,136391.07070679258
2139,141804.35027502954
2140,143161.9599688036
2141,158518.9671380086
2142,121846.21951823053
2143,127099.79433391108
2144,114520.2234564442
2145,144289.62070688323
2146,186333.23024116567
2147,152834.72165805215
2148,119294.5027053867
2149,155128.8573703711
2150,226706.63105829645
2151,114511.47329984984
2152,171527.10661006017
2153,181690.66555931472
2154,109151.30233552655
2155,146687.48632736338
2156,263707.183205833
2157,217374.86299009394
2158,218967.39321984875
2159,198741.93100214071
2160,179862.28274600187
2161,231479.70149034832
2162,488558.36626080173
2163,376954.06441440067
2164,231918.70924717566
2165,195439.470267824
2166,162149.80590345495
2167,222878.17242463687
2168,207229.71784753067
2169,193218.17695702656
2170,219559.631946355
2171,157341.2879994934
2172,141236.7082445478
2173,172204.657789208
2174,226357.0644227935
2175,293611.5247287099
2176,293196.7134458498
2177,235779.55225709602
2178,201555.97170757232
2179,137335.68182647895
2180,240483.13572231596
2181,182871.56128830905
2182,226015.6151081795
2183,193133.40407567396
2184,136246.0215789054
2185,128849.50463223882
2186,143264.05376451445
