ID,item_cnt_month
0,0.0
1,0.0
2,4.88
3,0.18660730871523998
4,0.0
5,3.405069335926563
6,7.634690476190477
7,0.0
8,0.0
9,0.0
10,0.0
11,0.45246847836768944
12,0.0
13,0.45
14,13.252608695652174
15,0.0
16,0.0
17,0.0
18,18.26
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,4.79
25,0.0
26,0.0
27,0.0
28,0.0
29,14.15
30,0.3
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.6696666666666669
39,0.20099675324675328
40,3.8415
41,0.0
42,6.109999999999999
43,20.97
44,1.192015873015873
45,0.0
46,0.0
47,1.25
48,0.18260461760461755
49,0.0
50,5.105
51,0.45246847836768944
52,6.763273559773559
53,0.63
54,20.66
55,20.35
56,0.0
57,0.0
58,34.43
59,16.0
60,25.49
61,0.0
62,0.62
63,0.0
64,0.0
65,0.0
66,4.886831763458299
67,0.0
68,1.192015873015873
69,0.0
70,0.0
71,12.180666666666665
72,3.860690476190477
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,1.2919999999999998
80,2.44
81,12.55
82,2.04
83,0.0
84,0.0
85,0.0
86,5.586870763468672
87,0.03
88,4.58
89,0.0
90,5.549261904761904
91,2.9584997775916553
92,14.03
93,0.18660730871523998
94,0.0
95,0.0
96,0.0
97,0.0
98,3.889583333333333
99,16.89624603174603
100,0.0
101,4.354704087579087
102,0.0
103,2.9584997775916553
104,0.0
105,0.0
106,0.0
107,0.0
108,0.15
109,0.0
110,0.23648172905525847
111,0.0
112,0.0
113,0.0
114,0.47
115,0.5777252813406064
116,0.0
117,0.0
118,7.15
119,0.0
120,0.0
121,0.07
122,0.0
123,0.0
124,1.66
125,6.86
126,0.0
127,0.0
128,0.0
129,0.45246847836768944
130,2.9584997775916553
131,0.0
132,2.9584997775916553
133,11.28
134,0.25
135,2.9584997775916553
136,0.45246847836768944
137,0.0
138,10.342738095238097
139,0.0
140,1.6633333333333333
141,8.406563230368118
142,0.29623569001069894
143,0.45246847836768944
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,32.19
153,0.8955583217129853
154,0.0
155,0.17
156,0.36
157,0.0
158,0.18660730871523998
159,2.484146312139936
160,0.0
161,0.45246847836768944
162,0.0
163,2.58
164,1.36
165,0.0
166,3.6413650793650794
167,0.0
168,0.0
169,0.0
170,0.45246847836768944
171,0.0
172,0.0
173,5.53
174,6.62
175,14.49
176,5.52
177,0.0
178,0.06
179,0.030233228428415228
180,2.30669227994228
181,0.26
182,0.0
183,0.0
184,0.6604948152622572
185,0.0
186,0.05636446886446886
187,0.14
188,0.0
189,0.0
190,0.0
191,0.44
192,3.8415
193,0.875
194,0.0
195,0.24
196,2.9584997775916553
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,1.28
209,4.974357142857143
210,1.0354052743811097
211,0.02611672245882772
212,0.0
213,2.9584997775916553
214,0.19299025974025977
215,0.69
216,7.8968591898275
217,0.0
218,0.0
219,4.72315276694232
220,4.327925666802527
221,0.0
222,0.0
223,2.48
224,9.06
225,0.8
226,0.42000000000000004
227,0.0
228,0.5325218632846342
229,0.0
230,0.0
231,6.848057966209203
232,0.0
233,3.6896737209972503
234,0.0
235,0.013333333333333332
236,1.18
237,0.74
238,2.9584997775916553
239,0.0
240,5.8774404761904755
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,10.009722222222221
247,0.33
248,0.0
249,0.0
250,5.7498473748473735
251,0.3725
252,0.54
253,0.52
254,0.0
255,32.19
256,0.0
257,0.0
258,0.0
259,0.9299999999999999
260,0.0
261,0.0
262,0.4141666666666666
263,0.0
264,0.14
265,2.818570734858758
266,0.0
267,0.45246847836768944
268,0.0
269,0.0
270,5.97
271,0.0
272,0.51
273,4.354704087579087
274,0.0
275,0.0
276,2.9584997775916553
277,11.298333333333334
278,4.187968776273461
279,0.8861666666666665
280,0.23891067871383176
281,0.0
282,0.0
283,5.071595238095238
284,0.23891067871383176
285,0.05
286,0.0
287,3.435
288,0.6205260809084683
289,2.9584997775916553
290,0.0
291,0.0
292,0.47
293,0.0
294,5.221398809523808
295,0.0
296,0.059000000000000004
297,0.0
298,0.0
299,0.0
300,0.0
301,0.0
302,2.68
303,4.921595238095239
304,0.0
305,0.0
306,0.0
307,0.18660730871523998
308,0.0
309,0.0
310,0.0
311,1.1952777777777777
312,6.08827380952381
313,0.8861666666666665
314,0.0
315,2.9584997775916553
316,0.13
317,10.2025
318,0.0
319,0.4866666666666667
320,0.0
321,0.06887931034482758
322,6.15526483320601
323,0.03263157894736842
324,1.18
325,5.641751596177406
326,2.386073620965418
327,0.0
328,0.0
329,2.074949600963719
330,0.0
331,0.0
332,0.2317987804878049
333,0.0
334,7.854023809523811
335,0.0
336,0.04466666666666667
337,4.229331501831501
338,3.203967845966152
339,3.8826666666666667
340,0.3352004270239564
341,0.4315846434267486
342,0.0
343,11.941428571428574
344,0.04
345,0.0
346,13.76
347,0.0
348,0.0
349,1.65
350,0.0
351,1.882
352,0.0
353,0.43316666666666664
354,0.0
355,0.0
356,2.9584997775916553
357,5.221398809523808
358,0.0
359,2.9584997775916553
360,0.18660730871523998
361,13.26
362,4.354704087579087
363,7.854023809523811
364,0.0
365,3.100867965367966
366,0.0
367,0.0
368,0.0
369,0.28583333333333333
370,0.0
371,2.9584997775916553
372,4.354704087579087
373,0.0
374,5.23
375,19.136666666666667
376,0.47398809523809526
377,0.05
378,1.2827594156845084
379,0.0
380,2.03
381,3.100867965367966
382,3.5251536796536804
383,0.0
384,0.0
385,0.0
386,3.332840187590188
387,0.0
388,0.29
389,0.0
390,0.0
391,0.28222524387661546
392,0.77
393,1.44
394,0.0
395,0.0
396,14.04588888888889
397,0.0
398,0.0
399,0.49250000000000005
400,0.0
401,4.059443723959226
402,14.26
403,4.48
404,2.6864583771092607
405,0.87
406,0.5419761904761904
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.9613333333333334
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,0.0
420,1.0291666666666668
421,7.6054603174603175
422,2.9584997775916553
423,5.5508473332223325
424,0.13529511823558796
425,0.0
426,0.0
427,0.0
428,21.2425
429,1.1883809523809523
430,0.030000000000000027
431,3.42
432,0.0
433,0.0
434,0.0
435,4.956071428571428
436,0.0
437,8.004166666666666
438,0.0
439,4.32308035020535
440,0.45
441,0.0
442,0.45246847836768944
443,0.0
444,0.13529511823558796
445,0.6761111111111111
446,0.9733333333333333
447,0.84
448,2.9584997775916553
449,4.3335
450,2.9584997775916553
451,0.2683333333333333
452,0.72
453,0.6401807300794391
454,1.5757142857142856
455,0.09466666666666666
