ID,item_cnt_month
0,0.5
1,0.0
2,0.5
3,0.5
4,0.0
5,0.5
6,0.5
7,0.5
8,0.5
9,0.0
10,0.5
11,0.5
12,0.5
13,0.5
14,0.5
15,0.5
16,0.0
17,0.5
18,0.5
19,0.5
20,0.5
21,0.0
22,0.5
23,0.5
24,0.5
25,0.0
26,0.0
27,0.5
28,0.5
29,0.5
30,0.5
31,0.0
32,0.5
33,0.5
34,0.5
35,0.5
36,0.5
37,0.5
38,0.5
39,0.5
40,0.5
41,0.5
42,0.5
43,0.5
44,0.5
45,0.0
46,0.5
47,0.5
48,0.5
49,0.5
50,0.5
51,0.5
52,0.5
53,0.5
54,0.5
55,0.5
56,0.5
57,0.5
58,0.5
59,0.5
60,0.5
61,0.5
62,0.5
63,0.5
64,0.0
65,0.0
66,0.5
67,0.5
68,0.5
69,0.5
70,0.0
71,0.5
72,0.5
73,0.5
74,0.0
75,0.0
76,0.5
77,0.0
78,0.5
79,0.5
80,0.5
81,0.5
82,0.5
83,0.5
84,0.5
85,0.5
86,0.5
87,0.5
88,0.5
89,0.5
90,0.5
91,0.5
92,0.5
93,0.5
94,0.5
95,0.5
96,0.5
97,0.5
98,0.5
99,0.5
100,0.5
101,0.5
102,0.5
103,0.5
104,0.5
105,0.0
106,0.0
107,0.5
108,0.5
109,0.0
110,0.5
111,0.0
112,0.0
113,0.0
114,0.5
115,0.5
116,0.0
117,0.5
118,0.5
119,0.5
120,0.5
121,0.5
122,0.5
123,0.5
124,0.5
125,0.5
126,0.0
127,0.5
128,0.0
129,0.5
130,0.5
131,0.0
132,0.5
133,0.5
134,0.5
135,0.5
136,0.5
137,0.0
138,0.5
139,0.0
140,0.5
141,0.5
142,0.5
143,0.5
144,0.0
145,0.0
146,0.0
147,0.5
148,0.0
149,0.0
150,0.5
151,0.0
152,0.5
153,0.5
154,0.0
155,0.5
156,0.5
157,0.5
158,0.5
159,0.5
160,0.0
161,0.5
162,0.0
163,0.5
164,0.5
165,0.5
166,0.5
167,0.5
168,0.0
169,0.5
170,0.5
171,0.5
172,0.5
173,0.5
174,0.5
175,0.5
176,0.5
177,0.0
178,0.5
179,0.5
180,0.5
181,0.5
182,0.0
183,0.5
184,0.5
185,0.0
186,0.5
187,0.5
188,0.0
189,0.0
190,0.0
191,0.5
192,0.5
193,0.5
194,0.5
195,0.5
196,0.5
197,0.5
198,0.5
199,0.0
200,0.0
201,0.0
202,0.5
203,0.5
204,0.5
205,0.0
206,0.0
207,0.5
208,0.5
209,0.5
210,0.5
211,0.5
212,0.5
213,0.5
214,0.5
215,0.5
216,0.5
217,0.5
218,0.5
219,0.5
220,0.5
221,0.0
222,0.0
223,0.5
224,0.5
225,0.5
226,0.5
227,0.0
228,0.5
229,0.0
230,0.0
231,0.5
232,0.0
233,0.5
234,0.0
235,0.5
236,0.5
